1435075800,1,1.7653,104.5731,179.0
1435075830,1,1.76405,104.57305,179.0
1435075860,1,1.7623,104.573,179.0
1435075890,1,1.7613,104.573,179.0
1435075920,1,1.75945,104.57295,179.0
1435075950,1,1.7581,104.5729,179.5
1435075980,1,1.7563,104.57285,179.5
1435076010,1,1.75486666667,104.572766667,179.0
1435076040,1,1.75413333333,104.572733333,179.0
1435076070,1,1.75255,104.5727,179.0
1435076100,1,1.75085,104.57265,179.0
1435076130,1,1.7487,104.5726,179.0
1435076160,1,1.74713333333,104.572566667,179.0
1435076190,1,1.74606666667,104.572533333,179.0
1435076220,1,1.7443,104.5725,179.0
1435076250,1,1.74285,104.57245,179.0
1435076280,1,1.74146666667,104.5724,179.0
1435076310,1,1.74083333333,104.5724,179.0
1435076340,1,1.73915,104.57235,179.0
1435076370,1,1.7366,104.572275,179.0
1435076400,1,1.7358,104.57225,179.0
1435076430,1,1.735,104.572225,179.0
1435076460,1,1.733,104.5722,179.0
1435076490,1,1.73076666667,104.572166667,179.333333333
1435076520,1,1.72973333333,104.572133333,179.666666667
1435076550,1,1.72795,104.57205,179.5
1435076580,1,1.7263,104.572,179.0
1435076610,1,1.7254,104.572,179.0
1435076640,1,1.72436666667,104.571966667,179.0
1435076670,1,1.72333333333,104.571933333,179.0
1435076700,1,1.72125,104.5719,179.5
1435076730,1,1.7194,104.571866667,179.666666667
1435076760,1,1.7186,104.571833333,179.333333333
1435076790,1,1.7169,104.5718,179.0
1435076820,1,1.71535,104.57175,179.0
1435076850,1,1.71385,104.5717,179.0
1435076880,1,1.71195,104.5717,179.0
1435076910,1,1.7102,104.57165,179.0
1435076940,1,1.70915,104.5716,179.0
1435076970,1,1.7083,104.5716,179.0
1435077000,1,1.7069,104.57155,179.0
1435077030,1,1.70496666667,104.571466667,179.0
1435077060,1,1.70393333333,104.571433333,179.0
1435077090,1,1.70205,104.5714,179.0
1435077120,1,1.7003,104.5714,179.0
1435077150,1,1.6989,104.5714,179.0
1435077180,1,1.69785,104.57135,179.0
1435077210,1,1.69635,104.5713,179.0
1435077240,1,1.6945,104.5713,179.0
1435077270,1,1.69275,104.57125,179.0
1435077300,1,1.6913,104.5712,179.0
1435077330,1,1.6907,104.5712,179.0
1435077360,1,1.68833333333,104.5712,179.0
1435077390,1,1.68766666667,104.5712,179.0
1435077420,1,1.6854,104.5711,179.0
1435077450,1,1.6838,104.571066667,179.0
1435077480,1,1.6831,104.571033333,179.0
1435077510,1,1.68156666667,104.571,179.0
1435077540,1,1.68073333333,104.571,179.0
1435077570,1,1.67825,104.57095,179.0
1435077600,1,1.6765,104.5709,179.0
1435077630,1,1.6758,104.5709,179.0
1435077660,1,1.6746,104.5709,179.0
1435077690,1,1.67225,104.57085,179.5
1435077720,1,1.671,104.5708,179.0
1435077750,1,1.66985,104.5708,179.0
1435077780,1,1.6685,104.57075,179.0
1435077810,1,1.66685,104.5707,179.0
1435077840,1,1.66525,104.57065,179.0
1435077870,1,1.6637,104.5706,179.0
1435077900,1,1.6619,104.5706,179.0
1435077930,1,1.66085,104.5706,179.0
1435077960,1,1.66005,104.57055,179.0
1435077990,1,1.65855,104.5705,179.0
1435078020,1,1.6568,104.57045,179.0
1435078050,1,1.6547,104.570366667,179.0
1435078080,1,1.6535,104.570333333,179.0
1435078110,1,1.65195,104.5703,179.0
1435078140,1,1.6506,104.5703,179.0
1435078170,1,1.64875,104.57025,179.0
1435078200,1,1.6472,104.5702,179.0
1435078230,1,1.64573333333,104.5702,179.0
1435078260,1,1.64496666667,104.5702,179.0
1435078290,1,1.64345,104.57015,179.0
1435078320,1,1.642,104.5701,179.0
1435078350,1,1.6413,104.5701,179.0
1435078380,1,1.6398,104.5701,179.5
1435078410,1,1.63815,104.57005,181.0
1435078440,1,1.6368,104.57,182.5
1435078470,1,1.63545,104.56995,184.5
1435078500,1,1.63385,104.56975,190.0
1435078530,1,1.6321,104.56925,195.5
1435078560,1,1.63046666667,104.568666667,197.333333333
1435078590,1,1.62983333333,104.568433333,197.666666667
1435078620,1,1.62845,104.56785,199.0
1435078650,1,1.62705,104.5672,200.0
1435078680,1,1.62585,104.56665,200.5
1435078710,1,1.6246,104.566066667,200.666666667
1435078740,1,1.6239,104.565733333,200.333333333
